postJob,company,city_state,date,descrip,dateColect,urlDF.country.i.,url
Data Analyst, MindGeek, – Montreal, 14 days ago," DescriptionLooking for a new and exciting challenge? MindGeek is the largest, privately held company in our industry developing unparalleled technologies for high traffic, high volume online properties. Our exceptional team consist of experts in every functional area of business and they are the key to our position as leaders in content delivery. We strive to innovate on a daily basis to ensure we continue to grow and create new revenue opportunities and cutting edge technology. If you are passionate about taking your career to the next level, then join the Mindgeek team and be a part of something big.  The Data Analyst will work closely with internal and external stakeholders to assess, prioritize and execute a portfolio of payment products. Payment Processing is responsible to ensure products meet and exceed high processing standards, with constant monitoring of cost and revenue. Responsibilities:Find best payment processing solutions for different countries, including alternative payment methods;Develop a deep understanding of the customer’s payment patterns per product, country, etc;Monitor, troubleshoot, and report any changes in daily performance;Regularly monitor transaction success rates for all online payments considering different variables and perspectives;Gather appropriate information from internal databases, and when necessary, from 3rd party sources and produce statistics, reports and metricsCollaborate with the Manager and Director to develop and set a long-term join process strategy and action plan for each of our products;Work closely with different Business Units to coordinate and analyze any new billing proposals;Provide Project Managers with insightful reports and conclusions regarding billing performance and analysis on trends;Create strategies to maximize the approval ratio via our banks and third party billers;Manage ongoing changes to product implementation in response to analysis and market changes;Ensure that the daily operations stay in line with the long term strategy of the product.SkillRequirements:Bachelor’s degree in business, preferably with a major in Finance or Stats;Minimum five years of professional work experience;Minimum two years in the online payment processing an asset;Strong computer and internet skills;Proficient in Excel and PowerPoint and ability to scrutinize large amounts of data;Ability to multitask, produce reports, and offer conclusions based on results;Business acumen and self-motivation to start and close new projects;Strategic thinker/innovator with great analytical skills;Excellent communicator and team player;Ability to work in a very fast-pace environment;MindGeek offers its employees a competitive compensation plan and various perks including...  Flex and Summer hours Annual bonus plans and benefits package Discounts for nearby businesses and a 500$ yearly gym/fitness allowance Access to onsite Ping-Pong, foosball and pool tables. Access to onsite cafeteria including a daily free complete breakfast (bacon and eggs on Friday) … and much more!  Don’t be shy, apply. But only if you’re up for the challenge of a lifetime!  We thank all applicants for their interest, however only candidates under consideration will be contacted. No telephone calls please. No agency calls or emails. Are you a returning applicant?Previous Applicants:Email:Password: If you do not remember your password click here. Back to Search Results New Search Contact Us Address Head Quarters  32 boulevard Royal  L-2449 Luxembourg City, Luxembourg+352 20880 900+352 20880 901info.luxembourg@mindgeek.com Hamburg  NotkestraÃe 9-11  D-22607 Hamburg, Germany+49 40 2846730info.hamburg@mindgeek.com London  Aquis House Station Road,  Hayes, Middlesex UB3 4DX, U.K.+44 20 8581 7000+44 20 8581 7007info.london@mindgeek.com Dublin  Fitzwilliam Business Centre,  77 Sir John Rogerson Quay,  Dublin, Ireland+353 1640 1879+353 1640 1916info.dublin@mindgeek.com Montreal  7777 boulevard Decarie, Suite 600  Montreal, Quebec H4P 2H2, Canada+1 514 359-3555+1 514 359-3556info.montreal@mindgeek.com Miami  705 Washington Avenue, 2nd Floor  Miami Beach, Florida 33139, U.S.A.305 695 6700305 695 6711info.miami@mindgeek.com Los Angeles  2300 West Empire Avenue, 7th floor  Burbank, CA 91504, U.S.A.+1 323 276-4000+1 323 276-4500info.losangeles@mindgeek.com Nicosia  178 Athalassas Avenue, 3rd floor  2025 Nicosia, Cyprus+357 22662 320+357 22343 282info.nicosia@mindgeek.com Media Enquiries  For media enquires and marketing opportunities, please contact the MindGeek Communications Departmentmedia@mindgeek.com Social Media  Join us at one of our social media pages by clicking on the icons below",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1126&ao=3949&s=58&guid=000001610a84707bba7d120fd16a13ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_040b9daf&cb=1516299907747&jobListingId=2583044011
Intermediate Environmental Scientist, CH2M, – Kitchener, 13 days ago," CH2M is currently seeking an Environmental Scientist to join our Kitchener office. The successful candidate will spend their time both in the office (estimated 30%) and at field sites (estimated 70%). Responsibilities will generally include: historical data research, data compilation, coordinating reporting and field investigation activities, scope, budget and schedule preparation, field supervision, drilling, collecting samples (such as soil, sediment, groundwater, surface water, and soil vapour), providing observations during fieldwork and reporting. Report to senior project managers and supporting them in proposal preparation and scope of work development.Client and regulatory liaison, as appropriate.Under minimal supervision, perform environmental contaminated sites assignments including compilation of field and analytical data, analysis of analytical data, report writing.Learn the CH2M Quality Management and Enterprise Management Systems and use the processes in the conduct of work. May be in the office or in the field.Provide oversight and supervision of subcontractorsComplete rigorous and clear field documentation and participate in planning, organizing, and reporting related to field tasksPerform field observations and data collection assignments.Knowledgeable of Federal and Provincial/Territorial Environmental Acts and Regulations in Canada preferred.Acquire and Maintain appropriate safety training to conduct environmental contaminated sites work.The minimum qualifications for this position are:• 5-7 years field experience and reporting related to contaminated sites work. Preference for Registered as a Professional Engineer-in-Training (or applicable Scientist-in-Training) or CETExperience completing Preliminary and/or Detailed Site Investigations, working with various drilling investigation methods, and completing fieldwork is an asset.Experience planning and executing field work programs including pre-ordering equipment and materials required to complete the work.Experience working on active construction/remediation project sites and interacting with contractorsExperience working around heavy equipmentExperience participating in field health and safety programsExcellent computer skills including the use of excel and Microsoft suite of productsMust have excellent communication skillsMust be willing and able to travel for short and medium-term assignments. Consider joining CH2M and help create new pathways for human progress. We are an Equal Opportunity Employer M/F/D/V.",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1127&ao=133067&s=58&guid=000001610a84707bba7d120fd16a13ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3d63062b&cb=1516299907748&jobListingId=2607992090
Biostatisticians/Statistical Scientist," IQVIA Holdings, Inc.", – Montreal, 7 days ago," We are looking for Biostatisticians to be based in the United States (Home or Office Based) The role will include: Contribute to protocols development, review case report forms (CRFs), and develop analysis plans. Write specifications for tables and analysis files. Communicate with clients regarding study protocol or statistical analysis issues as they arise. Interpret analyses and write statistical sections of study reports. Responsibilities Contribute to protocol development through sample size calculation and statistical sections.  Provide statistical input into and review of statistical deliverables (i.e. analysis plans, table shells, programming and table specifications, data review, tables, listings, figures and statistical sections for integrated reports) and data management deliverables (i.e. database design, validation checks and critical data).  Contribute to business development in collaboration with other colleagues with IQVIA.  Manage customer relationships.  For senior roles, in addition to the above responsibilities:  Provide training and guidance to lower level and new staff  Fulfill the Lead role for a group of studies or integrated summaries.  Job Requirements  Required knowledge, skills and abilities  Excellent written and oral communication skills including grammatical/technical writing skills  Excellent attention and accuracy with details  Familiarity with moderately complex and some complex statistical methods that apply to late phase studies  Strong individual initiative  Good working knowledge of SAS computing package: is an asset  Strong commitment to quality  Ability to effectively manage multiple tasks and projects  Ability to establish and maintain effective working relationships with co-workers, managers and clients  Minimum required education and experience  Ideally we are looking for candidates with PhD in biostatistics or related field and 3 years relevant experience; Masters degree in biostatistics or related field and 5 years relevant experience; or equivalent combination of education, training and experience. Candidates with large CRO experience who do not meet all the above criteria may be considered.",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1128&ao=55774&s=58&guid=000001610a84707bba7d120fd16a13ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_70232c22&cb=1516299907749&jobListingId=2633151717
Data and Analytics Co-op , Canadian Tire Financial Services, – Toronto, 9 days ago,"Data and Analytics Co-opLocation: Toronto, OakvilleSummer Work Term Co-op Opportunity Embracing and driving change is  critical to our success. The complexity and rate at which the retail industry  is transforming has increased exponentially in recent years and we are  committed to being a leader in the industry. As such we are relentlessly  focused on innovating at every level of our business, investing in new  technologies and doubling down on the best talent to help us reach our goal of  being the undisputed #1 retail brand in Canada. It is an especially exciting  time to join the Canadian Tire Family of Companies.  Our Data & Analytics team is  embedded into all areas of our business including IT, Marketing, Loyalty, Supply Chain, and Human Resources; and is comprised of a diverse and  dynamic team of analysts, data scientists, developers, and consumer researchers  who deliver customer-focused analytical solutions and insights that enable  lasting and meaningful customer and employee relationships. Using the latest  data technologies and advanced analytical techniques, they demystify shopper behaviour  and embed those insights deep within the fabric of the business. What You’ll Do As a Data & Analytics co-op  you’ll gain valuable insight into how predictive analytics, modelling and  insights are used to us make more informed business decisions across our entire  enterprise. Whether you’re assisting  with data preparation, reconciliation and analysis, developing reports, or  making data supported recommendations that drive business change you’ll  play a part in helping us deliver better, faster, and in more meaningful and  impactful ways to our customers and employees. Some of the available co-op  roles include; Data  Science, Sports Analytics, Customer Insights Analyst, Credit Risk Analyst and  Talent Analyst. Who You Are We are looking for talented individuals who are:·  Creative  and courageous, with a ‘think outside of the box’ mindset ·  Action  oriented, and able to balance and prioritize activities ·  Outcome  focused, critical thinkers who are committed to continuous improvement ·  Collaborative  team players with strong communication skills, who build relationships easily What You’ve Done·  Enrolled in an  engineering, mathematics, computer science or related program that requires the  completion of a co-op work term ·  Experience with  analytics platforms such as KNIME, Python, R, Hadoop, SPSS, CPLEX etc. ·  Strong command of  Microsoft Office (Access, Excel and PowerPoint) ·  Demonstrated  interest in technology and driving innovation Why Us As one of Canada’s most trusted and  iconic brands, we build teams that dream big and work as one to deliver  world-class customer experiences across our network of 1,700 retail and  gasoline outlets. Working for one of Canada’s Top Employers for Young People has its benefits. We can proudly  say this, because our employees tell us this themselves. Whether it’s the  benefits and perks, learning and development opportunities, or our commitment  to Jumpstart our employees love working here, and we love working with them.  To learn more about this team and  the Canadian Tire Family of Companies follow us on LinkedIn.  This position is subject to the  successful completion of the following Pre-employment conditions: · Reference  Checks· Criminal  Background ChecksApply online: campus.canadiantire.ca Canadian Tire is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees -- their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1129&ao=102921&s=58&guid=000001610a84707bba7d120fd16a13ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_76e25fde&cb=1516299907750&jobListingId=2631494139
Data Engineer, EQ Works, – Toronto, 20 days ago,"Data engineering at EQ means you're working in the hottest areas of today's technology landscape; machine learning, big data engineering and rich (location) data sets. You will be coming up with solutions to derive actionable insights about behaviour, demographics, and personality out of our multi-terabyte dataset of location data. Examples of the type of analysis we do include; understanding what university students do during summer holidays, predicting if someone is about to buy a house based on places they visit or trying to understand someone at the airport is a business or leisure traveller.  Your role will involve working very closely with our CTO, data scientists and the extended product team. With EQ leading the pack when it comes to location ad analytics in Canada and a top North American player - this role would let you define and shape the standards in this very vibrant and evolving industry. Understand our current data sets and models and help us discovering new ways to enrich the dataCreatively extracting real-world behaviour and trends out of the location dataMonitor and build processes for cleaning up inbound dataDream up a solution, perform the R&D and deploy to production within our fluid work environmentRequirementsAbility to work with large amounts of dataExperience with map-reduce frameworks - Hive, Hadoop and Spark (Elastic Map Reduce would be a plus)Strong grasp of statistics, data modelling and designing algorithmsBenefitsCloud service credits (AWS, Google Cloud, Azure, Digital Ocean)Public Transit allowanceMobile data allowanceFlex daysTea/Coffee BarIn-office Snacks",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1130&ao=14295&s=58&guid=000001610a84707bba7d120fd16a13ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_76d8ce38&cb=1516299907751&jobListingId=2508584414
Data and Analytics Co-op , Canadian Tire Financial Services, – Toronto, 9 days ago,"Data and Analytics Co-opLocation: Toronto, OakvilleSummer Work Term Co-op Opportunity Embracing and driving change is  critical to our success. The complexity and rate at which the retail industry  is transforming has increased exponentially in recent years and we are  committed to being a leader in the industry. As such we are relentlessly  focused on innovating at every level of our business, investing in new  technologies and doubling down on the best talent to help us reach our goal of  being the undisputed #1 retail brand in Canada. It is an especially exciting  time to join the Canadian Tire Family of Companies.  Our Data & Analytics team is  embedded into all areas of our business including IT, Marketing, Loyalty, Supply Chain, and Human Resources; and is comprised of a diverse and  dynamic team of analysts, data scientists, developers, and consumer researchers  who deliver customer-focused analytical solutions and insights that enable  lasting and meaningful customer and employee relationships. Using the latest  data technologies and advanced analytical techniques, they demystify shopper behaviour  and embed those insights deep within the fabric of the business. What You’ll Do As a Data & Analytics co-op  you’ll gain valuable insight into how predictive analytics, modelling and  insights are used to us make more informed business decisions across our entire  enterprise. Whether you’re assisting  with data preparation, reconciliation and analysis, developing reports, or  making data supported recommendations that drive business change you’ll  play a part in helping us deliver better, faster, and in more meaningful and  impactful ways to our customers and employees. Some of the available co-op  roles include; Data  Science, Sports Analytics, Customer Insights Analyst, Credit Risk Analyst and  Talent Analyst. Who You Are We are looking for talented individuals who are:·  Creative  and courageous, with a ‘think outside of the box’ mindset ·  Action  oriented, and able to balance and prioritize activities ·  Outcome  focused, critical thinkers who are committed to continuous improvement ·  Collaborative  team players with strong communication skills, who build relationships easily What You’ve Done·  Enrolled in an  engineering, mathematics, computer science or related program that requires the  completion of a co-op work term ·  Experience with  analytics platforms such as KNIME, Python, R, Hadoop, SPSS, CPLEX etc. ·  Strong command of  Microsoft Office (Access, Excel and PowerPoint) ·  Demonstrated  interest in technology and driving innovation Why Us As one of Canada’s most trusted and  iconic brands, we build teams that dream big and work as one to deliver  world-class customer experiences across our network of 1,700 retail and  gasoline outlets. Working for one of Canada’s Top Employers for Young People has its benefits. We can proudly  say this, because our employees tell us this themselves. Whether it’s the  benefits and perks, learning and development opportunities, or our commitment  to Jumpstart our employees love working here, and we love working with them.  To learn more about this team and  the Canadian Tire Family of Companies follow us on LinkedIn.  This position is subject to the  successful completion of the following Pre-employment conditions: · Reference  Checks· Criminal  Background ChecksApply online: campus.canadiantire.ca Canadian Tire is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees -- their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1201&ao=102921&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a1eec823&cb=1516300028449&jobListingId=2631494139
Data Engineer, EQ Works, – Toronto, 20 days ago,"Data engineering at EQ means you're working in the hottest areas of today's technology landscape; machine learning, big data engineering and rich (location) data sets. You will be coming up with solutions to derive actionable insights about behaviour, demographics, and personality out of our multi-terabyte dataset of location data. Examples of the type of analysis we do include; understanding what university students do during summer holidays, predicting if someone is about to buy a house based on places they visit or trying to understand someone at the airport is a business or leisure traveller.  Your role will involve working very closely with our CTO, data scientists and the extended product team. With EQ leading the pack when it comes to location ad analytics in Canada and a top North American player - this role would let you define and shape the standards in this very vibrant and evolving industry. Understand our current data sets and models and help us discovering new ways to enrich the dataCreatively extracting real-world behaviour and trends out of the location dataMonitor and build processes for cleaning up inbound dataDream up a solution, perform the R&D and deploy to production within our fluid work environmentRequirementsAbility to work with large amounts of dataExperience with map-reduce frameworks - Hive, Hadoop and Spark (Elastic Map Reduce would be a plus)Strong grasp of statistics, data modelling and designing algorithmsBenefitsCloud service credits (AWS, Google Cloud, Azure, Digital Ocean)Public Transit allowanceMobile data allowanceFlex daysTea/Coffee BarIn-office Snacks",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1202&ao=14295&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_a1d459c5&cb=1516300028450&jobListingId=2508584414
Data Science Manager // Gestionnaire de la science des données, SSENSE, – Montreal, 28 days ago,"RESPONSIBILITIESLead and inspire a team of world class data scientists, providing leadership through coaching and mentorship on a regular basisAssist in developing and communicating a deep understanding of client marketing needs, performing analytical deep dives to identify problems, opportunities and specific actions requiredDevelop statistical applications that can be reproduced and deployed on platforms such as R/Python/Spark using techniques such as Regression, SVM, and Neural NetworksDrive data quality across product verticals and related business areasDesign experiments to maximize insights while minimizing errorsCreate insights from digital and traditional marketingEnhance data collection procedures to include information that is relevant for building analytic systemsProcess, cleanse, and verify the integrity of data used for analysisREQUIREMENTSBachelor’s degree in Commerce, Computer Science, Mathematics/Statistics, or a related fieldMaster’s degree, an assetA minimum of 5 years experience with relevant Marketing / Data ScienceA minimum of 2 years experience as a Senior / Lead Data ScientistProven record of successful statistical product deliverySolid understanding of marketing science techniques such as propensity modeling, segmentation, media mix modeling, customer 360, etc.Ability to execute marketing science techniques via statistical applications such as R or Python (Sci-Py, Orange, etc.)Significant experience with SQL and working with large datasetsExcellent English and French written and verbal communication skillsSKILLSStrong leadership, time management, and problem solving skillsHighly analytical and detail orientedSuperior research skillsStrong ability to present, synthesize and influence changeProven ability to consistently perform independently and as part of a teamAbility to multi-task and work under pressure in a fast-paced, growing environment--------- Le Gestionnaire de la science des données jouera un rôle clé au sein de notre équipe de la Science des données en pleine croissance. Il/Elle nous aidera à découvrir l’information cachée dans la vaste quantité de données, nous permettant ainsi de prendre des décisions plus informées et de livrer des produits améliorés davantage. La priorité principale sera d’appliquer des techniques d’exploration des données, effectuer des analyses statistiques, et concevoir des systèmes de prévision de haute qualité intégrés avec nos produits. Le candidat idéal possède une solide connaissance de l’analyse du comportement des consommateurs, la segmentation des clients, la modélisation prédictive, ainsi qu’une connaissance pratique des campagnes médiatiques numériques et traditionnelles. RESPONSABILITÉSMener et inspirer une équipe de scientifiques des données de classe mondiale, leur fournissant une direction et un appui sous forme de formation et mentorat sur une base régulièreParticiper au développement et à la communication d’une connaissance approfondie des besoins marketing des clients, effectuant des séances d’analyses approfondies afin d’identifier des problèmes, des opportunités et les actions spécifiques requisesDévelopper des applications statistiques qui peuvent être reproduites et déployées sur des plateformes telles que R/Python/Spark à l’aide de techniques telles que la Régression, SVM, et les réseaux neuronauxPromouvoir la qualité des données sur tous les verticaux de produit et les secteurs d’activité reliésConcevoir des expériences afin de maximiser les observations tout en minimisant les erreursCréer des expériences à partir de marketing numérique et traditionnelsAméliorer les procédures de collecte de données pour inclure l’information pertinente à la conception de systèmes analytiquesTraiter, nettoyer et valider l’intégrité des données utilisées pour les analysesEXIGENCESBaccalauréat en Commerce, Informatique, Mathématiques/Statistiques, ou un domaine connexeMaîtrise, un atoutUn minimum de 5 années d’expérience with en marketing / science des donnéesUn minimum de 2 années d’expérience en tant que Scientist des données séniorExpérience reconnue dans la livraison réussie de produits statistiquesBonne compréhension des techniques de science marketing telles que la modélisation de la propension, la segmentation, la modélisation de la combinaison de médias, 360-client, etc.Capacité à exécuter des techniques de science marketing via des applications statistiques telles que R ou Python (Sci-Py, Orange, etc.)Expérience considérable avec SQL et des larges jeux de donnéesMaîtrise de l’anglais et du français tant à l’oral qu'à l’écritCOMPÉTENCESSolides compétences en leadership, gestion du temps et résolution de problèmesEsprit analytique et souci du détailCompétences de recherche avancéesGrande facilité à présenter, synthétiser et influencer le changementCapacité avérée de performer tant de manière indépendante qu'en équipeAptitude à travailler sous pression dans un environnement en croissance au rythme rapide",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1203&ao=210231&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9eece931&cb=1516300028451&jobListingId=2595138457
Chercheur Scientifique en Toxicologie Genetique Research Scientist in Genetic Toxicology, Charles River Laboratories, – Senneville, 5 days ago," Charles River Laboratories is a contract research organization offering preclinical services and has been established for more than 70 years. We work alongside pharmaceutical and biotechnological companies to assist them in the development of new drugs. We are recognized internationally for our technical and scientific expertise and continually ensure superior service to our clients. We are presently seeking for a Reseach Scientist in Genetic toxicology Work Location: Senneville (Quebec) Responsibilities: -Design , write and edit , as necessary , study plans, amendments and study schedules that define and schedule all study activities. -Oversee and coordinate all aspects of study related procedures, whether performed within the department or by services departments. -Ensure that projects are performed according to standard operating procedures (SOPs) and Good Laboratory Practice (GLP) regulations, and are aware of regulations published by the OECD,FDA,EPA and JMHW -Write, rewiew and edit as necessaty, draft and/or finalize reports that document all study related procedures and results. The research Scientist Genetic Toxicoloy will be required to promplty communicate verbally or in writing with Sponsors on study related business and generate and distribute Client Interaction Reports (CIRs) in a timely manner. -Ensure the accuracy and completeness of project cost estimates. -Review and approve raw data, as appropriate. -Ensure that a safe working environment is maintained by staff through the observance of safety procedures , the use of protective clothing and equipment, and by the distribution of relevant safety information. -Notify the Director , Laboratory Sciences and/or the Scientific Director of technical problems or deviations from budgeted costs as soon as they become apparent. Participate in the training and performance evaluation of scientists, technical staff and/or cross-training scientific staff, when appropriate. - Attend scientific meetings, workshops at the discretion of the Executive Director -Assist in the design of study packages and be able to provide advise to sponsors on scientifc issues. Qualifications: Education: Ph.D., D.V.M., M.Sc. or B.Sc. in an appropriate biological, chemical or related discipline, Experience: Depending on educational background, the candidate will require at least five years of experience in a relevant discipline. Charles River Laboratories is an equal opportunity employer who values diversity in the workplace. Only candidates selected for an interview will be contacted.",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1204&ao=136874&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b40d8453&cb=1516300028452&jobListingId=2472081389
Data Analyst, Acquisio, – Montreal, Today," Acquisio is seeking a Data Analyst, to play an influential role in our growing research team to continue improving our real time bidding algorithms as well as lead research projects to identify new algorithms and revolutionary features. KEY RESPONSIBILITIESEngaging in team collaborations working towards long-term ambitious research goals, while identifying intermediate milestonesDevelop cutting edge research in Machine intelligence and Algorithm developmentExploring the wide variety of contexts and situations in which ML or OR can be applied;Working with huge datasets and finding unexpected signal in them;Using and discovering the best tools to conduct efficient research;Creating high-quality production code to turn research into delightful products;Review algorithm performance to identify opportunities to improve existing solutionsKEY SKILLS TO BE SUCCESSFULIf you:Are self-reliant and self-motivatedAre able to see initiatives through to completionAre a team player who thrives in a highly charged, entrepreneurial environment with - superior organization and time management skills.Are comfortable with process definition and documentCan think creatively and analytically and like to identify and drive high visibility projectsAre comfortable with complex technical detailAre eagerly looking for a role which will expand hands-on knowledge of the digital advertising ecosystem Then we have something you want. A role designed to channel those strengths within a growing, profitable company, with a strong, collaborative team. QualificationsAbility to work autonomously and within a team setting;Experience working in a diversified team;A history of shipping high quality code using cutting-edge techniques;At least 3 years of experience developing AI and/or ML real life algorithms;Experience and mastery of scientific programming languages and libraries relevant to your field (ML or OR) for example: scikit-learn, Theano, TensorFlow​, NumPy, R, etc.Experience with at least one of the following programming languages, preferably for the development of production code: Java, Python, JavaScript, C#, R, etc.Strong multi-tasking skills and effective interpersonal and communication skills.Degree in Computer Science, Machine Learning, Statistics or a related fieldSearch and Social Media Experience is a plus. Interested? Please send a copy of your resume to hr@acquisio.com",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1205&ao=182897&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6c9d2143&cb=1516300028453&jobListingId=2547236359
Intermediate Project Scientist/ Engineer, SNC-Lavalin Constructors, – Fort Saint John, 16 days ago,"Job Description As a result of growth & internal opportunities, E&G has an opening for a career-oriented Environmental Scientist or Engineer in our Fort St. John Office. RESPONSIBILITIES Project management, including: setting and maintaining project schedule and budget; making decisions with respect to overall technical execution of the project; and liaising with technical specialists or other project managers to ensure the technical integrity of the project.  Provide technical expertise for contaminated site investigation and remediation programs.  Interpretation of findings and preparation and/or review of technical reports.  Supervision or mentorship of junior professional staff involved in carrying out field programs, ensuring project requirements are communicated and health and safety protocols are adhered to. Responsible for conducting or participating in performance evaluations of assigned staff.  Actively promote Health and Safety programs and culture.  Active in business development activities and expanding client relationships.  Participating in the preparation of proposals and cost estimates.  May participate in short and long range planning within assigned clients group or offices. QUALIFICATIONS: Bachelor’s or advanced degree in Sciences or Engineering, preferably with eligibility for professional designation (e.g., P.Eng., P.Geo., P.Ag., etc.).  Minimum 3 – 5 years of progressive experience encompassing project management, staff training and supervision, and contractor supervision, with emphasis in the areas of contaminated site investigation and remediation.  Your experience should include preparation and review of Certificate of Restoration Part 1 and 2 Applications, Phase I ESAs, Phase II ESAs including design and execution of soil, groundwater and vapour phase investigation programs, interpretation of hydrogeological and geochemical data, monitoring studies, Phase III remedial plan design and implementation and execution, report writing and review, and interpretation of provincial and federal environmental regulations.  Your experience should demonstrate leadership and managerial experience as well as a commitment to excellent health & safety practices. You should possess excellent verbal and written communication skills, proven technical report writing skills, and as well as being organized and detail oriented.  Ability to motivate yourself in the absence of day to day direct supervision, setting and prioritizing tasks.  Must have the ability to apply the ideas of other professionals in your field as well as making suggestions to improve the quality of others’ work.  Local candidates are preferred, or those with proven upstream oil and gas experience. Worker TypeEmployeeJob TypeRegular",2018-01-18,Canada,https://www.glassdoor.com/partner/jobListing.htm?pos=1206&ao=242900&s=58&guid=000001610a86484eb041c29f91d30dd7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fc7f6ae9&cb=1516300028454&jobListingId=2535153873
